model,image,dice,iou,pix_precision,pix_recall,pix_f1,pixel_accuracy,case_gt,case_pred,TP,TN,FP,FN,threshold,min_component_size,pred_mask_path,overlay_path
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1030_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1031_1.png,0.023881317094500507,0.0120849609375,0.0120849609375,1.0,0.023881317090821374,0.0120849609375,1,1,3168,0,258976,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1032_1.png,0.012479623947031806,0.00627899169921875,0.00627899169921875,1.0,0.012479623943288222,0.00627899169921875,1,1,1646,0,260498,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1033_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1034_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1035_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1036_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1037_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1038_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1039_1.png,0.009582165937717506,0.00481414794921875,0.00481414794921875,1.0,0.009582165933957465,0.00481414794921875,1,1,1262,0,260882,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_103_1.png,0.03153816117865791,0.016021728515625,0.016021728515625,1.0,0.03153816117502178,0.016021728515625,1,1,4200,0,257944,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1040_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1041_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1042_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1043_1.png,0.0580271652805312,0.029880523681640625,0.029880523681640625,1.0,0.05802716527704212,0.029880523681640625,1,1,7833,0,254311,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1044_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1045_1.png,0.016472395310942103,0.008304595947265625,0.008304595947265625,1.0,0.016472395307221145,0.008304595947265625,1,1,2177,0,259967,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1046_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1047_1.png,0.013714510865477642,0.00690460205078125,0.00690460205078125,1.0,0.013714510861741061,0.00690460205078125,1,1,1810,0,260334,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1048_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1049_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_104_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1050_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1051_1.png,0.06559348861922498,0.033908843994140625,0.033908843994140625,1.0,0.06559348861577742,0.033908843994140625,1,1,8889,0,253255,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1052_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1053_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1054_1.png,0.017050053332411556,0.00859832763671875,0.00859832763671875,1.0,0.017050053328693863,0.00859832763671875,1,1,2254,0,259890,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1055_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1056_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1057_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1058_1.png,0.011620321913971615,0.0058441162109375,0.0058441162109375,1.0,0.011620321910223153,0.0058441162109375,1,1,1532,0,260612,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1059_1.png,0.023471576625599056,0.011875152587890625,0.011875152587890625,1.0,0.023471576621917612,0.011875152587890625,1,1,3113,0,259031,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_105_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1060_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1061_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1062_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1063_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1064_1.png,0.006221431237189322,0.00312042236328125,0.00312042236328125,1.0,0.006221431233410151,0.00312042236328125,1,1,818,0,261326,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1065_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1066_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1067_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1068_1.png,0.0036782204457132045,0.001842498779296875,0.001842498779296875,1.0,0.0036782204419195286,0.001842498779296875,1,1,483,0,261661,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1069_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_106_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1070_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1071_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1072_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1073_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1074_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1075_1.png,0.024997928144046992,0.01265716552734375,0.01265716552734375,1.0,0.02499792814037414,0.01265716552734375,1,1,3318,0,258826,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1076_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1077_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1078_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1079_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_107_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1080_1.png,0.0012504384197155618,0.0006256103515625,0.0006256103515625,1.0,0.0012504384159080166,0.0006256103515625,1,1,164,0,261980,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1081_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1082_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1083_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1084_1.png,0.008569084448750458,0.004302978515625,0.004302978515625,1.0,0.008569084444984654,0.004302978515625,1,1,1128,0,261016,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1085_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1086_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1087_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1088_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1089_1.png,0.0020958848292155067,0.001049041748046875,0.001049041748046875,1.0,0.0020958848254127942,0.001049041748046875,1,1,275,0,261869,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_108_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1090_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1091_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1092_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1093_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1094_1.png,0.029703565634095576,0.01507568359375,0.01507568359375,1.0,0.029703565630449163,0.01507568359375,1,1,3952,0,258192,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1095_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1096_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1097_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1098_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1099_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_109_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_10_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1100_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1101_1.png,0.04487602597303532,0.022953033447265625,0.022953033447265625,1.0,0.044876025969473564,0.022953033447265625,1,1,6017,0,256127,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1102_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1103_1.png,0.03210707864983576,0.016315460205078125,0.016315460205078125,1.0,0.03210707864620282,0.016315460205078125,1,1,4277,0,257867,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1104_1.png,0.0023547073228259736,0.001178741455078125,0.001178741455078125,1.0,0.0023547073190247395,0.001178741455078125,1,1,309,0,261835,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1105_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1106_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1107_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1108_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_1109_1.png,0.00857664857767953,0.004306793212890625,0.004306793212890625,1.0,0.00857664857391377,0.004306793212890625,1,1,1129,0,261015,0,0.5,100,,
PTXSegNet_highres,/media/admin1/DL/shubham/FYP_2.0/final_dataset/test/png_images/test_image_110_0.png,3.8146972656104474e-12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,262144,0,0.5,100,,
