model,file,dice_pixel,iou_pixel,pix_prec,pix_rec,pix_f1,dice_before,dice_loss_soft,case_gt,case_pred
U-Net,dataset/png_images/10011_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999168731214,0,0
U-Net,dataset/png_images/10012_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999280700578,0,0
U-Net,dataset/png_images/10013_train_0_.png,3.9999999839999995e-09,0.0,0.0,0.0,0.0,3.9999999839999995e-09,0.9999999984857654,0,1
U-Net,dataset/png_images/10014_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999520656736,0,0
U-Net,dataset/png_images/10015_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998937144003,0,0
U-Net,dataset/png_images/10016_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999069969504,0,0
U-Net,dataset/png_images/10017_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999506142163,0,0
U-Net,dataset/png_images/10018_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998896110532,0,0
U-Net,dataset/png_images/10019_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999234664327,0,0
U-Net,dataset/png_images/1001_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998817287228,0,0
U-Net,dataset/png_images/1001_train_1_.png,4.132231387883341e-09,0.0,0.0,0.0,0.0,4.132231387883341e-09,0.8144433968932254,1,0
U-Net,dataset/png_images/10020_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999342964562,0,0
U-Net,dataset/png_images/10021_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999050344405,0,0
U-Net,dataset/png_images/10022_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999431798583,0,0
U-Net,dataset/png_images/10023_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998967550963,0,0
U-Net,dataset/png_images/10024_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999579734836,0,0
U-Net,dataset/png_images/10025_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999534536715,0,0
U-Net,dataset/png_images/10026_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999025988211,0,0
U-Net,dataset/png_images/10027_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998808574061,0,0
U-Net,dataset/png_images/10028_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998638398315,0,0
U-Net,dataset/png_images/10029_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999951381881,0,0
U-Net,dataset/png_images/1002_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998527697992,0,0
U-Net,dataset/png_images/1002_train_1_.png,0.6345492087855821,0.4647177419354839,0.6229729729729729,0.6465638148667602,0.6345492085340675,0.6345492087855821,0.4699394116915483,1,1
U-Net,dataset/png_images/10030_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999767468559,0,0
U-Net,dataset/png_images/10031_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999887223712,0,0
U-Net,dataset/png_images/10032_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998578598012,0,0
U-Net,dataset/png_images/10033_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999963652076,0,0
U-Net,dataset/png_images/10034_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999261990659,0,0
U-Net,dataset/png_images/10035_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999323621541,0,0
U-Net,dataset/png_images/10036_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999051828193,0,0
U-Net,dataset/png_images/10037_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998969809,0,0
U-Net,dataset/png_images/10038_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999004765301,0,0
U-Net,dataset/png_images/10039_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999639782214,0,0
U-Net,dataset/png_images/1003_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999931887885,0,0
U-Net,dataset/png_images/1003_train_1_.png,0.6566037739088643,0.4887640449438202,0.96398891966759,0.4978540772532189,0.6566037735849056,0.6566037739088643,0.469678804800823,1,1
U-Net,dataset/png_images/10040_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999882781302,0,0
U-Net,dataset/png_images/10041_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999098641376,0,0
U-Net,dataset/png_images/10042_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998815059782,0,0
U-Net,dataset/png_images/10043_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999315451495,0,0
U-Net,dataset/png_images/10044_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999859093275,0,0
U-Net,dataset/png_images/10045_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998747537517,0,0
U-Net,dataset/png_images/10046_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998714236122,0,0
U-Net,dataset/png_images/10047_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998829466468,0,0
U-Net,dataset/png_images/10048_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999599337758,0,0
U-Net,dataset/png_images/10049_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998812687354,0,0
U-Net,dataset/png_images/1004_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998974762812,0,0
U-Net,dataset/png_images/1004_train_1_.png,0.6005420056365626,0.42912470952749804,0.9753521126760564,0.4338292873923258,0.6005420054200542,0.6005420056365626,0.44877261596793494,1,1
U-Net,dataset/png_images/10050_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998620604202,0,0
U-Net,dataset/png_images/10051_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999089762769,0,0
U-Net,dataset/png_images/10052_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999667406039,0,0
U-Net,dataset/png_images/10053_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999881082054,0,0
U-Net,dataset/png_images/10054_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999454701798,0,0
U-Net,dataset/png_images/10055_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999342273832,0,0
U-Net,dataset/png_images/10056_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998854810557,0,0
U-Net,dataset/png_images/10057_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999020806155,0,0
U-Net,dataset/png_images/10058_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999646112521,0,0
U-Net,dataset/png_images/10059_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999064564632,0,0
U-Net,dataset/png_images/1005_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999411417715,0,0
U-Net,dataset/png_images/1005_train_1_.png,2.267573691003234e-09,0.0,0.0,0.0,0.0,2.267573691003234e-09,0.7657172212619474,1,0
U-Net,dataset/png_images/10060_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998826852651,0,0
U-Net,dataset/png_images/10061_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998961467034,0,0
U-Net,dataset/png_images/10062_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998636462533,0,0
U-Net,dataset/png_images/10063_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999142584316,0,0
U-Net,dataset/png_images/10064_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998739626493,0,0
U-Net,dataset/png_images/10065_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998980424702,0,0
U-Net,dataset/png_images/10066_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998913737767,0,0
U-Net,dataset/png_images/10067_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998909407285,0,0
U-Net,dataset/png_images/10068_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998790254864,0,0
U-Net,dataset/png_images/10069_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998979808586,0,0
U-Net,dataset/png_images/1006_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998619280643,0,0
U-Net,dataset/png_images/1006_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999019058821,0,0
U-Net,dataset/png_images/10070_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998829820339,0,0
U-Net,dataset/png_images/10071_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999277052848,0,0
U-Net,dataset/png_images/10072_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999073475044,0,0
U-Net,dataset/png_images/10073_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998872996751,0,0
U-Net,dataset/png_images/10074_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998740805839,0,0
U-Net,dataset/png_images/10075_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998936388366,0,0
U-Net,dataset/png_images/10076_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999058230719,0,0
U-Net,dataset/png_images/10077_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999221952341,0,0
U-Net,dataset/png_images/10078_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999617597497,0,0
U-Net,dataset/png_images/10079_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999182210562,0,0
U-Net,dataset/png_images/1007_test_1_.png,2.915451886543872e-09,0.0,0.0,0.0,0.0,2.915451886543872e-09,0.8748615417743353,1,0
U-Net,dataset/png_images/1007_train_1_.png,0.49747656849496996,0.3310940499040307,0.9530386740331491,0.33658536585365856,0.4974765681326604,0.49747656849496996,0.4919322450076211,1,1
U-Net,dataset/png_images/10080_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999222689451,0,0
U-Net,dataset/png_images/10081_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998929703625,0,0
U-Net,dataset/png_images/10082_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999229638796,0,0
U-Net,dataset/png_images/10083_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999877720636,0,0
U-Net,dataset/png_images/10084_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998652194205,0,0
U-Net,dataset/png_images/10085_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999871928758,0,0
U-Net,dataset/png_images/10086_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999294271544,0,0
U-Net,dataset/png_images/10087_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998695291128,0,0
U-Net,dataset/png_images/10088_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999216824076,0,0
U-Net,dataset/png_images/10089_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998830300708,0,0
U-Net,dataset/png_images/1008_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999929185032,0,0
U-Net,dataset/png_images/1008_train_1_.png,0.326719577164868,0.19525691699604744,0.9391634980988594,0.1977582065652522,0.3267195767195767,0.326719577164868,0.6716233846566768,1,1
U-Net,dataset/png_images/10090_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999151070423,0,0
U-Net,dataset/png_images/10091_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998977651438,0,0
U-Net,dataset/png_images/10092_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999742728598,0,0
U-Net,dataset/png_images/10093_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999910826351,0,0
U-Net,dataset/png_images/10094_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999233463571,0,0
U-Net,dataset/png_images/10095_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998888733577,0,0
U-Net,dataset/png_images/10096_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999167025733,0,0
U-Net,dataset/png_images/10097_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999069968267,0,0
U-Net,dataset/png_images/10098_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998802297327,0,0
U-Net,dataset/png_images/10099_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999262951643,0,0
U-Net,dataset/png_images/1009_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999806753759,0,0
U-Net,dataset/png_images/1009_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999618512903,0,0
U-Net,dataset/png_images/100_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998828043076,0,0
U-Net,dataset/png_images/100_train_1_.png,9.11577027427915e-10,0.0,0.0,0.0,0.0,9.11577027427915e-10,0.9647526430933359,1,0
U-Net,dataset/png_images/10100_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999001059177,0,0
U-Net,dataset/png_images/10101_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998799571479,0,0
U-Net,dataset/png_images/10102_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999924175025,0,0
U-Net,dataset/png_images/10103_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998857659684,0,0
U-Net,dataset/png_images/10104_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999064468487,0,0
U-Net,dataset/png_images/10105_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999920628261,0,0
U-Net,dataset/png_images/10106_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999967881216,0,0
U-Net,dataset/png_images/10107_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998881332077,0,0
U-Net,dataset/png_images/10108_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999703241772,0,0
U-Net,dataset/png_images/10109_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999912149207,0,0
U-Net,dataset/png_images/1010_test_1_.png,0.8201663201896874,0.6951541850220264,0.8,0.8413756331644895,0.8201663201663202,0.8201663201896874,0.23401062933156613,1,1
U-Net,dataset/png_images/1010_train_1_.png,3.4013605326484334e-09,0.0,0.0,0.0,0.0,3.4013605326484334e-09,0.9936012933479516,1,1
U-Net,dataset/png_images/10110_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999189851702,0,0
U-Net,dataset/png_images/10111_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.99999991583064,0,0
U-Net,dataset/png_images/10112_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999623936316,0,0
U-Net,dataset/png_images/10113_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999457376116,0,0
U-Net,dataset/png_images/10114_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999072663841,0,0
U-Net,dataset/png_images/10115_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999154614586,0,0
U-Net,dataset/png_images/10116_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998735140798,0,0
U-Net,dataset/png_images/10117_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999123676807,0,0
U-Net,dataset/png_images/10118_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998900616549,0,0
U-Net,dataset/png_images/10119_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999227487917,0,0
U-Net,dataset/png_images/1011_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999685438711,0,0
U-Net,dataset/png_images/1011_train_1_.png,3.3670033556666553e-09,0.0,0.0,0.0,0.0,3.3670033556666553e-09,0.9726064391244865,1,0
U-Net,dataset/png_images/10120_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998566151103,0,0
U-Net,dataset/png_images/10121_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998802156266,0,0
U-Net,dataset/png_images/10122_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998936979685,0,0
U-Net,dataset/png_images/10123_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999136376136,0,0
U-Net,dataset/png_images/10124_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999090147883,0,0
U-Net,dataset/png_images/10125_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999153780615,0,0
U-Net,dataset/png_images/10126_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999896463393,0,0
U-Net,dataset/png_images/10127_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999923671565,0,0
U-Net,dataset/png_images/10128_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999540767618,0,0
U-Net,dataset/png_images/10129_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998985769893,0,0
U-Net,dataset/png_images/1012_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999238536929,0,0
U-Net,dataset/png_images/1012_train_1_.png,0.7686395081596313,0.6242197253433208,0.8802816901408451,0.6821282401091405,0.7686395080707148,0.7686395081596313,0.3262144159437188,1,1
U-Net,dataset/png_images/10130_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.99999997585529,0,0
U-Net,dataset/png_images/10131_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998716702786,0,0
U-Net,dataset/png_images/10132_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999819623192,0,0
U-Net,dataset/png_images/10133_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999273255628,0,0
U-Net,dataset/png_images/10134_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999406024578,0,0
U-Net,dataset/png_images/10135_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999061467335,0,0
U-Net,dataset/png_images/10136_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999148884433,0,0
U-Net,dataset/png_images/10137_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998694672316,0,0
U-Net,dataset/png_images/10138_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998582856519,0,0
U-Net,dataset/png_images/10139_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999296024511,0,0
U-Net,dataset/png_images/1013_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999577659489,0,0
U-Net,dataset/png_images/1013_train_1_.png,0.37246963626268254,0.22885572139303484,0.8518518518518519,0.23834196891191708,0.3724696356275303,0.37246963626268254,0.6746553731044224,1,1
U-Net,dataset/png_images/10140_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999385274402,0,0
U-Net,dataset/png_images/10141_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999215772974,0,0
U-Net,dataset/png_images/10142_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999904186452,0,0
U-Net,dataset/png_images/10143_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998929274003,0,0
U-Net,dataset/png_images/10144_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998868592289,0,0
U-Net,dataset/png_images/10145_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998736703982,0,0
U-Net,dataset/png_images/10146_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999979682959,0,0
U-Net,dataset/png_images/10147_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999044408939,0,0
U-Net,dataset/png_images/10148_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999211966364,0,0
U-Net,dataset/png_images/10149_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998893142069,0,0
U-Net,dataset/png_images/1014_test_1_.png,0.037865750365119195,0.01929824561403509,1.0,0.01929824561403509,0.0378657487091222,0.037865750365119195,0.6727507143629964,1,1
U-Net,dataset/png_images/1014_train_1_.png,1.562499975585938e-08,0.0,0.0,0.0,0.0,1.562499975585938e-08,0.9784754186176488,1,0
U-Net,dataset/png_images/10150_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999033527488,0,0
U-Net,dataset/png_images/10151_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999151342711,0,0
U-Net,dataset/png_images/10152_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999041369872,0,0
U-Net,dataset/png_images/10153_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999471842109,0,0
U-Net,dataset/png_images/10154_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998742914804,0,0
U-Net,dataset/png_images/10155_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999290957269,0,0
U-Net,dataset/png_images/10156_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998726119439,0,0
U-Net,dataset/png_images/10157_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998908735938,0,0
U-Net,dataset/png_images/10158_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999045375999,0,0
U-Net,dataset/png_images/10159_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999290728449,0,0
U-Net,dataset/png_images/1015_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999912149276,0,0
U-Net,dataset/png_images/1015_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999891852253,0,0
U-Net,dataset/png_images/10160_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999753359252,0,0
U-Net,dataset/png_images/10161_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998871055946,0,0
U-Net,dataset/png_images/10162_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999932709061,0,0
U-Net,dataset/png_images/10163_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998955054042,0,0
U-Net,dataset/png_images/10164_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998835746063,0,0
U-Net,dataset/png_images/10165_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999876498329,0,0
U-Net,dataset/png_images/10166_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998980178584,0,0
U-Net,dataset/png_images/10167_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999902840881,0,0
U-Net,dataset/png_images/10168_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998998454479,0,0
U-Net,dataset/png_images/10169_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998801890472,0,0
U-Net,dataset/png_images/1016_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998983356867,0,0
U-Net,dataset/png_images/1016_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999288710943,0,0
U-Net,dataset/png_images/10170_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999695685364,0,0
U-Net,dataset/png_images/10171_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999144846407,0,0
U-Net,dataset/png_images/10172_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999815959706,0,0
U-Net,dataset/png_images/10173_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999227096956,0,0
U-Net,dataset/png_images/10174_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999940558409,0,0
U-Net,dataset/png_images/10175_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999618184074,0,0
U-Net,dataset/png_images/10176_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999153619826,0,0
U-Net,dataset/png_images/10177_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998710627821,0,0
U-Net,dataset/png_images/10178_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999417512695,0,0
U-Net,dataset/png_images/10179_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999037806027,0,0
U-Net,dataset/png_images/1017_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998637396672,0,0
U-Net,dataset/png_images/1017_train_1_.png,0.2874251518340564,0.16783216783216784,0.2962962962962963,0.27906976744186046,0.28742514970059874,0.2874251518340564,0.8095151193084464,1,1
U-Net,dataset/png_images/10180_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998543226238,0,0
U-Net,dataset/png_images/10181_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999901541328,0,0
U-Net,dataset/png_images/10182_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999233446367,0,0
U-Net,dataset/png_images/10183_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.99999997551608,0,0
